ID	A1	A4	A7	A8	A9	A11	A12	A14	A16	A17	A22
__id__176-ted	=MAX(N177,O177)	0	0	0	0	2	=MAX(P177,Q177)	1	0	0	0
__id__177-ted	=MAX(N178,O178)	0	0	0	0	1	=MAX(P178,Q178)	1	0	0	0
__id__178-ted	=MAX(N179,O179)	0	0	0.5	0	1	=MAX(P179,Q179)	2	0	0	0
__id__179-un	=MAX(N180,O180)	0	0.5	0	2	0	=MAX(P180,Q180)	1	0	0	0
__id__180-un	=MAX(N181,O181)	0	0.5	0	2	0	=MAX(P181,Q181)	0	0	0	0
__id__181-un	=MAX(N182,O182)	0	0	0.5	0.5	1	=MAX(P182,Q182)	0.5	2	0	0
__id__182-un	=MAX(N183,O183)	0	0	1	1	0	=MAX(P183,Q183)	0	1	0	0
__id__183-un	=MAX(N184,O184)	0	0	0.5	0	0	=MAX(P184,Q184)	0.5	0	0	0
__id__184-un	=MAX(N185,O185)	0	1	0.5	1	0	=MAX(P185,Q185)	0.5	0	0	0
__id__185-un	=MAX(N186,O186)	0	0	0.5	0	1	=MAX(P186,Q186)	1	0	0	0
__id__186-un	=MAX(N187,O187)	0.5	0	0.5	0	2	=MAX(P187,Q187)	0	0	0	0
__id__187-un	=MAX(N188,O188)	0	0	1	0	2	=MAX(P188,Q188)	0	0	0	0
__id__188-un	=MAX(N189,O189)	0	0	0	0	2	=MAX(P189,Q189)	0	0	0	0
__id__189-un	=MAX(N190,O190)	0	0	0.5	1	1	=MAX(P190,Q190)	0	0	0	0
__id__190-un	=MAX(N191,O191)	0	0	0.5	2	0	=MAX(P191,Q191)	0	0	0	0
__id__191-un	=MAX(N192,O192)	0	0	0.5	0	0	=MAX(P192,Q192)	2	0	0	0
__id__192-un	=MAX(N193,O193)	0	0	0.5	0	0	=MAX(P193,Q193)	1	0	0	0
__id__193-un	=MAX(N194,O194)	0	0	0	0.5	0	=MAX(P194,Q194)	0.5	0.5	0	0
__id__194-un	=MAX(N195,O195)	0	0.5	0	1	0	=MAX(P195,Q195)	0	0	0	0
__id__195-un	=MAX(N196,O196)	0	0.5	2	0	0	=MAX(P196,Q196)	0	0	0	0
__id__196-un	=MAX(N197,O197)	0	1	0	0	0	=MAX(P197,Q197)	1	0	0	0
__id__197-un	=MAX(N198,O198)	0	0	0.5	0	0.5	=MAX(P198,Q198)	0	0	0	0
__id__198-un	=MAX(N199,O199)	0	1	0	0	0	=MAX(P199,Q199)	0	0	0	0
__id__199-un	=MAX(N200,O200)	0	0	2	0	0.5	=MAX(P200,Q200)	0	0	0	0
__id__200-un	=MAX(N201,O201)	0	0	2	0	0.5	=MAX(P201,Q201)	0	0	0	0
__id__201-un	=MAX(N202,O202)	0	0	0	0	0	=MAX(P202,Q202)	2	0	0	0
__id__202-un	=MAX(N203,O203)	0	1	0	0	0	=MAX(P203,Q203)	2	0	0	0
__id__203-un	=MAX(N204,O204)	0	0	0	2	0	=MAX(P204,Q204)	0.5	0	0	0
__id__204-un	=MAX(N205,O205)	0	0	0	0	0	=MAX(P205,Q205)	0	2	0	0
__id__205-un	=MAX(N206,O206)	0	0	0.5	0	0	=MAX(P206,Q206)	0	2	0	0
__id__206-un	=MAX(N207,O207)	0	0	1	0	0	=MAX(P207,Q207)	0	2	0	0
__id__207-un	=MAX(N208,O208)	0	0	1	0	0	=MAX(P208,Q208)	0	2	0	0
__id__208-un	=MAX(N209,O209)	0	0	0	1	0	=MAX(P209,Q209)	0	2	0	0
__id__209-un	=MAX(N210,O210)	0	0.5	0	0	0	=MAX(P210,Q210)	2	0	0	0
__id__210-un	=MAX(N211,O211)	0	0	2	0	0	=MAX(P211,Q211)	0.5	1	0	0
__id__211-un	=MAX(N212,O212)	0	0	2	0	0	=MAX(P212,Q212)	0	0	0	0
__id__212-un	=MAX(N213,O213)	0	0	2	0	0	=MAX(P213,Q213)	0	1	0	0
__id__213-un	=MAX(N214,O214)	0	0.5	0.5	0	0	=MAX(P214,Q214)	0	0	0	0
__id__214-un	=MAX(N215,O215)	0	1	0	2	0.5	=MAX(P215,Q215)	0	0	0	0
__id__215-un	=MAX(N216,O216)	0	0	0	2	0	=MAX(P216,Q216)	0	0	0	0
__id__216-un	=MAX(N217,O217)	0	0	0	0	1	=MAX(P217,Q217)	0	0	0	0
__id__217-un	=MAX(N218,O218)	0	0	1	0	0.5	=MAX(P218,Q218)	0	0	0	0
__id__218-un	=MAX(N219,O219)	0	0	2	0	0	=MAX(P219,Q219)	0	0	0	0
__id__219-un	=MAX(N220,O220)	0	0	1	0	0.5	=MAX(P220,Q220)	0	0	0	0
__id__220-un	=MAX(N221,O221)	0	0	0	1	0.5	=MAX(P221,Q221)	0	0	0	0
__id__221-un	=MAX(N222,O222)	0	0	0	0	0.5	=MAX(P222,Q222)	0	0	0	0
__id__222-un	=MAX(N223,O223)	0	0	0	0	0.5	=MAX(P223,Q223)	0	0	0	0
__id__223-un	=MAX(N224,O224)	0	0	2	0	1	=MAX(P224,Q224)	0	0	0	0
__id__224-un	=MAX(N225,O225)	0	0	2	0	0.5	=MAX(P225,Q225)	0	0	0	0
__id__225-un	=MAX(N226,O226)	0	0	0.5	0	0.5	=MAX(P226,Q226)	0	0	0	0
__id__226-un	=MAX(N227,O227)	0	0	0.5	0	0.5	=MAX(P227,Q227)	0	0	0	0
__id__227-un	=MAX(N228,O228)	0	0	0	0	1	=MAX(P228,Q228)	1	0	0	0
__id__228-un	=MAX(N229,O229)	0	0	2	0	0.5	=MAX(P229,Q229)	0	0	0	0
